CNPJ_Fundo_Classe;Data_Referencia;Versao;Endereco;Area;Outras_Caracteristicas_Relevantes;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;409.6;QUADRA 4 - LOTE 4 - JD. DAS MACAUBAS;0.0130169058153862;0.00797716704357141
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;409.6;QUADRA 4 - LOTE 5 - JD. DAS MACAUBAS;0.0130169058153862;0.00797716704357141
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;409.6;QUADRA 4 - LOTE 6 - JD. DAS MACAUBAS;0.0130169058153862;0.00797716704357141
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;409.6;QUADRA 4 - LOTE 7 - JD. DAS MACAUBAS;0.0130169058153862;0.00797716704357141
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;402.6;QUADRA 5 - LOTE 10 - JD. DAS MACAUBAS;0.0127944489288928;0.00784083850522913
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;402.6;QUADRA 5 - LOTE 11 - JD. DAS MACAUBAS;0.0127944489288928;0.00784083850522913
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;452.12;QUADRA 5 - LOTE 4 - JD. DAS MACAUBAS;0.0143681725030577;0.00880526553647341
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;452.25;QUADRA 5 - LOTE 5 - JD. DAS MACAUBAS;0.0143723038452354;0.00880779735218548
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;456.07;QUADRA 5 - LOTE 6 - JD. DAS MACAUBAS;0.0144937017461504;0.00888219378310941
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;402.65;QUADRA 5 - LOTE 7 - JD. DAS MACAUBAS;0.0127960379066535;0.007841812280503
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;402.6;QUADRA 5 - LOTE 8 - JD. DAS MACAUBAS;0.0127944489288928;0.00784083850522913
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;402.6;QUADRA 5 - LOTE 9 - JD. DAS MACAUBAS;0.0127944489288928;0.00784083850522913
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;17841.8;QUADRA 6 - LOTE 1 - JD. DAS MACAUBAS;0.567002879227703;0.347477099852637
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;408;QUADRA 7 - LOTE 11 - JD. DAS MACAUBAS;0.0129660585270449;0.00794600623480746
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;408;QUADRA 7 - LOTE 12 - JD. DAS MACAUBAS;0.0129660585270449;0.00794600623480746
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;408;QUADRA 7 - LOTE 13 - JD. DAS MACAUBAS;0.0129660585270449;0.00794600623480746
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;408;QUADRA 7 - LOTE 14 - JD. DAS MACAUBAS;0.0129660585270449;0.00794600623480746
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;409.87;QUADRA 7 - LOTE 6 - JD. DAS MACAUBAS;0.0130254862952938;0.00798242543005033
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;420.65;QUADRA 7 - LOTE 7 - JD. DAS MACAUBAS;0.0133680699004937;0.00819237137909745
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;408;QUADRA 8 - LOTE 1 - JD. DAS MACAUBAS;0.0129660585270449;0.00794600623480746
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;428.4;QUADRA 8 - LOTE 10 - JD. DAS MACAUBAS;0.0136143614533971;0.00834330654654783
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;607.45;QUADRA 8 - LOTE 11 - JD. DAS MACAUBAS;0.0193044908143466;0.0118303958022887
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;378.76;QUADRA 8 - LOTE 12 - JD. DAS MACAUBAS;0.0120368243326066;0.00737654245464626
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;428.4;QUADRA 8 - LOTE 2 - JD. DAS MACAUBAS;0.0136143614533971;0.00834330654654783
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;433.63;QUADRA 8 - LOTE 3 - JD. DAS MACAUBAS;0.0137805685271629;0.008445163440195
17.198.404/0001-34;2021-06-30;1;R. Maria Madalena da Silva Moreira;497.21;QUADRA 8 - LOTE 4 - JD. DAS MACAUBAS;0.0158011126476274;0.00968341607845249
17.655.102/0001-48;2021-06-30;1;Rodovia Washigton Luiz, n° 13901 e 14005-A, Chácara Rio Petrópolis, Duque de Caxias - Rio de Janeiro/RJ;19030;Unificação de lotes urbanos, destinados a venda;0.757031;0.017351
17.655.102/0001-48;2021-09-30;1;Rodovia Washigton Luiz, n° 13901 e 14005-A, Chácara Rio Petrópolis, Duque de Caxias - Rio de Janeiro/RJ;19030;Unificação de lotes urbanos, destinados a venda;0.757031;0.017351
21.862.783/0001-92;2021-12-31;1;Avenida Projetada,Povoado Mosqueiro - Aracaju - Sergipe;87948.5;Empreendimento Residencial Morada do Lago;0.1744;1
22.340.978/0001-35;2021-09-30;1;Guarulhos;1932.36;MT 69027 e MT 78222;0.0396;0.0371
22.340.978/0001-35;2021-09-30;1;Capela do Socorro;528.8;MT 220644 e MT 220645;0.0523;0.0489
23.964.843/0001-03;2021-09-30;1;Rua Andrea Paulinetti 241-251, Brooklin/SP;956.25;Direito de propriedade;0.13942;0.078725
23.964.843/0001-03;2021-09-30;1;Rua Pássaros e Flores,  bairro Jardim das Acácias, Brooklin/SP;1497.37;Direito de propriedade;0.06323;0.030725
23.964.843/0001-03;2021-12-31;1;Rua Andrea Paulinetti 241-251, Brooklin/SP;956.25;Direito de propriedade;0.13942;0.078725
23.964.843/0001-03;2021-12-31;1;Rua Pássaros e Flores,  bairro Jardim das Acácias, Brooklin/SP;1497.37;Direito de propriedade;0.06323;0.030725
24.514.406/0001-50;2021-09-30;1;Área Sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia.;790758;Área de terra denominada PR-01.1 desmembrada da maior porção da área de terras de nominada parcela 01, situada na área sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia - Matrícula nº 25.933;0.592927;
24.514.406/0001-50;2021-09-30;1;Área Sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia.;121661;Área de terra denominada PR-02.1, desmembrada da maior porção da área de terras denominada parcela 02, situada na área sul da Fazenda Praia do Forte, Município de Mata de São João, Bahia - Matrícula nº 25.935;0.198731;
24.514.406/0001-50;2021-09-30;1;Área Sul da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia.;264977;Área de terra denominada parcela 03, situada na área sul da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia - Matrícula nº 15.638;0.091199;
24.514.406/0001-50;2021-12-31;1;Área da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia, em 21/12/2021;55449.4;Área de terra contemplada com o termo de reserva legal da Fazenda Praia do Forte, Distrito de Açu da Torre, Município de Mata de São João, Bahia, identificada com AS-04, desmembrada da Matrícula nº 15.221, conf medidas e confrontações constantes na Matrícula nº 15.347.;;0.0677
26.091.636/0001-80;2021-03-31;1;Av. Jorge Bei Maluf, S/N - Vila Theodoro - Suzano/SP;11371.1;Matrícula nº 5.165 do Oficial de Registro de Imóveis de Suzano/SP. Terreno situado na Av. Jorge Bei Maluf, perímetro urbano, sem benfeitorias, com plantação de eucaliptos.;1;0.9548
26.091.636/0001-80;2021-06-30;1;Av. Jorge Bei Maluf, S/N - Vila Theodoro - Suzano/SP;11371.1;Matrícula nº 5.165 do Oficial de Registro de Imóveis de Suzano/SP. Terreno situado na Av. Jorge Bei Maluf, perímetro urbano, sem benfeitorias, com plantação de eucaliptos.;1;0.9548
26.614.291/0001-00;2021-09-30;1;Rua Antonio Felamingo, lote 6, quadra A - bairro Macuco, Valinhos-SP;12375;Terreno para construção de galpão industrial BTS;0.0151022595569256;0.0171255024382304
27.538.422/0001-71;2021-03-31;1;Av. Colombo , 9322, CEP 87030-120, Maringá, PR;;Matrícula nº 3.008;0.302103745830061;0.0434114800098416
27.538.422/0001-71;2021-03-31;1;Avenida Bandeirantes, s/n, CEP 78720-130, Rondonópolis, MT;;Matrícula nº 7.515;0.697896254169939;0.100285778329555
28.267.696/0001-36;2021-06-30;1;Rodovia Washington Luis KM 198, Corumbataí, SP, 13540-000;127884;Direito de Propriedade;1;0.0909
29.242.844/0001-20;2021-09-30;1;Km. 114 Rod. Padre Manoel de Nóbrega;177924;Area 2;0.0878;0.1659
29.242.844/0001-20;2021-09-30;1;Km. 114 Rod. Padre Manoel de Nóbrega;1.04716e+006;Area 3;0.5165;0.9763
30.492.505/0001-81;2021-09-30;1;Avenida Professor Pereira Reis, 76;7175;Matrícula 105.480, do 2° Registro de Imóveis do Rio de Janeiro/RJ;1;0.171518
30.871.660/0001-09;2021-06-30;1;Terreno Barão Geraldo Campinas;3150;Direito de propriedade;0.039504;0.046
30.871.660/0001-09;2021-09-30;1;Terreno Barão Geraldo Campinas;3150;Direito de propriedade;0.039504;0.046
31.962.875/0001-06;2021-03-31;1;Terreno  Raposo 39 - Cidade de Cotia - SP;420953;Terreno para desenvolvimento de galpões logísticos;0.010859;0.009286
31.962.875/0001-06;2021-09-30;1;Cajamar 31 - Vitachemie - Cidade de Cajamar - SP;116835;ABL aprox. 42.7 mil m²;0.203074;0
32.274.553/0001-29;2021-09-30;1;LUMINARIAS, Rua Luminarias 27. São Paulo;1665;EDIFICAÇÃO DE EMPREENDIMENTO IMOBILIÁRIO;0.00249514423905822;0.00261940579596161
32.274.553/0001-29;2021-09-30;1;SK MINERVA, Rua Minerva 64. São Paulo;1689;EDIFICAÇÃO DE EMPREENDIMENTO IMOBILIÁRIO;0.00219985173144757;0.00230940732219349
32.892.018/0001-31;2021-12-31;1;Taboleiro do Martins Maceió Alagoas;14065;Situado a 11 km do Centro, Prox. a Av. Menino Marcelo e Av. Cachoeiro de Meirim.;0.004975;0.004778
34.691.925/0001-48;2021-12-31;1;Rua Marco Antonio Ricardo de Oliveira;108653;Nenhuma caracteristica relevante;0.054258;0.001849
34.691.925/0001-48;2021-12-31;1;Rua Vlademir Fernandes Souza;1050;Nenhuma caracteristica relevante;0.052414;0.001786
34.691.925/0001-48;2021-12-31;1;Rua Hackel Maluf/ Rua José Jorge Tannus;126568;Nenhuma caracteristica relevante;0.063159;0.002152
34.691.925/0001-48;2021-12-31;1;Rua José Jorge Tannus;128745;Nenhuma caracteristica relevante;0.064244;0.002189
34.691.925/0001-48;2021-12-31;1;Rua José Jorge Tannus;128745;Nenhuma caracteristica relevante;0.064244;0.002189
34.691.925/0001-48;2021-12-31;1;Rua José Jorge Tannus;123716;Nenhuma caracteristica relevante;0.061747;0.002104
34.691.925/0001-48;2021-12-31;1;Avenisa Virgina Faria Monteiro de Castro;130197;Nenhuma caracteristica relevante;0.065002;0.002215
34.691.925/0001-48;2021-12-31;1;Rua Sebastião Fernandes Pereira;1300;Nenhuma caracteristica relevante;0.064894;0.002212
34.691.925/0001-48;2021-12-31;1;Rua Sebastião Fernandes Pereira;1300;Nenhuma caracteristica relevante;0.064894;0.002212
34.691.925/0001-48;2021-12-31;1;Rua Sebastião Fernandes Pereira;126013;Nenhuma caracteristica relevante;0.062939;0.002145
34.691.925/0001-48;2021-12-31;1;Rua Sebastião Fernandes Pereira;105985;Nenhuma caracteristica relevante;0.052955;0.001805
34.691.925/0001-48;2021-12-31;1;Rua Sebastião Fernandes Pereira;104932;Nenhuma caracteristica relevante;0.052413;0.001786
34.691.925/0001-48;2021-12-31;1;Rua Encarnação Soler Fabretti;102915;Nenhuma caracteristica relevante;0.051331;0.001749
34.691.925/0001-48;2021-12-31;1;Rua Saulo Duchovni;118528;Nenhuma caracteristica relevante;0.059143;0.002016
34.691.925/0001-48;2021-12-31;1;Rua Saulo Duchovni;110728;Nenhuma caracteristica relevante;0.055237;0.001882
34.691.925/0001-48;2021-12-31;1;Rua Saulo Duchovni;104226;Nenhuma caracteristica relevante;0.051982;0.001772
34.691.925/0001-48;2021-12-31;1;Rua Saulo Duchovni;118498;Nenhuma caracteristica relevante;0.059143;0.002016
34.895.711/0001-93;2021-03-31;1;Alphaville Dom Pedro 2º - G10;460.18;Direito de propriedade;0.030507;0.021403168388779
34.895.711/0001-93;2021-03-31;1;Alphaville Dom Pedro 2º - J21;480.43;Direito de propriedade;0.031792;0.0223046736907766
34.895.711/0001-93;2021-03-31;1;Alphaville Nova Esplanada 4 - D404;480.47;Direito de propriedade;0.112336;0.078814
34.895.711/0001-93;2021-06-30;1;ALPHAVILLE DOM PEDRO 3 - L08 QA;654.14;Direito de propriedade;0.04687;0.0350893087639604
34.895.711/0001-93;2021-06-30;1;ALPHAVILLE DOM PEDRO 3 - L14 QJ;450.45;Direito de propriedade;0.049186;0.0368234213054093
34.895.711/0001-93;2021-06-30;1;ALPHAVILLE NOVA ESPLANADA 3 - W310;572.86;Direito de propriedade;0.093415;0.0699361335246762
34.895.711/0001-93;2021-06-30;1;ALPHAVILLE NOVA ESPLANADA 4 - D401;480.47;Direito de propriedade;0.048071;0.0359889091403363
34.895.711/0001-93;2021-12-31;1;ALPHAVILLE JUNDIAÍ;0;Rua Av. Engenheiro Tasso Pinheiro - Jundiaí/SP;0.1565;0.112333
34.895.752/0001-80;2021-12-31;1;Jamaris - Bairro Moema98% - BRIO MULTI;1310;Direito de propriedade;0.0755;0.1173
34.895.752/0001-80;2021-12-31;1;Av. Indianópolis, 6886% - BRIO MULTI;1453.38;Direito de propriedade;0.1282;0.1992
34.895.752/0001-80;2021-12-31;1;Magnolias - 242.490;7567;Direito de propriedade;0.1482;0.2301
35.819.314/0001-03;2021-06-30;1;Rua Vergueiro, 470, Liberdade, São Paulo - SP;12777;Aquisição de ativo público via leilão;0.647;0.8081
36.200.677/0001-10;2021-12-31;1;Av. Piracema, 155 - Barueri - SP;12204.5;Terreno adjacente ao imóvel DCB;1;0.021876
37.532.662/0001-12;2021-03-31;1;Rua Dois, s/n - Lote 4, Quadra G, Loteamento Jardim Montecarlo - Sertãozinho/SP;504;Matrícula 70.967;1;0.023744
37.532.662/0001-12;2021-03-31;1;Rua Dois, s/n - Lote 5, Quadra G, Loteamento Jardim Montecarlo - Sertãozinho/SP;504;Matrícula 70.968;1;0.023744
37.532.662/0001-12;2021-03-31;1;Rua Pedro Cancian, s/n - Lote 10, Quadra G, Loteamento Jardim Montecarlo - Sertãozinho/SP;504;Matrícula 70.973;1;0.023744
37.532.662/0001-12;2021-03-31;1;Rua Pedro Cancian, s/n - Lote 11, Quadra G, Loteamento Jardim Montecarlo - Sertãozinho/SP;504;Matrícula 70.974;1;0.023744
37.532.662/0001-12;2021-03-31;1;Rua Rubens Antônio Bighetti, s/n - Lote 8, Quadra J, Loteamento Jardim Montecarlo - Sertãozinho/SP;764.26;Matrícula 70.985;1;0.02897
37.532.662/0001-12;2021-03-31;1;Rua Rubens Antônio Bighetti, s/n - Lote 9, Quadra J, Loteamento Jardim Montecarlo - Sertãozinho/SP;739.42;Matrícula 70.986;1;0.028028
37.532.662/0001-12;2021-03-31;1;Lote 4, Quadra 24, Loteamento Parque das Oliveiras I - Ribeirão Preto/SP;1430.15;Matrícula 101.772;1;0.036101
37.532.662/0001-12;2021-03-31;1;Lote 5, Quadra 24, Loteamento Parque das Oliveiras I - Ribeirão Preto/SP;1482.48;Matrícula 101.773;1;0.036101
37.532.662/0001-12;2021-03-31;1;Lote 6, Quadra 24, Loteamento Parque das Oliveiras I - Ribeirão Preto/SP;1500;Matrícula 101.774;1;0.036101
37.532.662/0001-12;2021-03-31;1;Lote 7, Quadra 24, Loteamento Parque das Oliveiras I - Ribeirão Preto/SP;1602.5;Matrícula 101.775;1;0.036101
37.532.662/0001-12;2021-03-31;1;Lote 9, Quadra 24, Loteamento Parque das Oliveiras I - Ribeirão Preto/SP;1801.94;Matrícula 101.777;1;0.036101
37.532.662/0001-12;2021-03-31;1;Fazenda Santa Mariana - Barra do Garças/MT;712.879;Matrícula 69.609;1;0.393968
37.532.662/0001-12;2021-03-31;1;Rua das Salamandras, 1000 - Lote 10, Loteamento Quinta da Alvorada - Ribeirão Preto/SP;5250;Matrícula 61.720;1;0.273553
37.931.298/0001-63;2021-09-30;1;Atibaia;148288;Matrícula 50985;0;0
37.931.298/0001-63;2021-09-30;1;MOGI DAS CRUZES - Rua Antonio Guido Alberti, 8, Mogi das Cruzes - SP, CEP: 08727-040;23324.5;Matrícula 69804;0.1131;0.00223567244797574
37.931.298/0001-63;2021-09-30;1;GRAVATAI - Situado no Distrito Industrial de Gravataí.;113449;Matricula 58011;0.3904;0.00260389103967201
37.931.298/0001-63;2021-09-30;1;GUARULHOS I - Rua Machado de Assis, 513, São Paulo - SP, CEP 07043-405;5620.5;Matrícula 7188;0.4325;0.00698507648503827
37.931.298/0001-63;2021-09-30;1;GUARULHOS II - Rua Italiana, 175, São Paulo - SP, CEP: 07043-050;800;Matrícula 19920;0.064;0.00223567244797574
37.931.298/0001-63;2021-12-31;1;FAC CUIABA;56000;Matrícula 65563;0;1.13714125121662
37.931.298/0001-63;2021-12-31;1;MAUÁ;107424;Matrícula 56861;0;0.657014945147385
37.931.298/0001-63;2021-12-31;1;MAUÁ/KLABIN;88222.3;Matrícula 50689;0;0.195048503312321
38.456.598/0001-09;2021-03-31;1;Rua Raul Valadão Furquim, 299, 19035-000, Presidente Prudente, SP;180;Matrícula 20.181. JD. ITAP II;;
38.456.598/0001-09;2021-03-31;1;Rua José Henares,101, Presidente Prudente - SP, 19067-310;212.09;Matrícula 74.058. TERR. M.ALTO;;
38.456.598/0001-09;2021-03-31;1;Rua Alvino Gomes Teixeira, 3194, 19030-440;304.4;Matrícula 35.130. TERR. PQ PRI;;
38.456.598/0001-09;2021-06-30;1;Avenida Atílio Albertini, s/n, Regente Feijó - SP;2400;Matrícula 11.418. LOTE B GLEBA.;0;0
38.456.598/0001-09;2021-06-30;1;LOTE E-3, s/n, Presidente Prudente - SP;130;Matrícula 64.958. LOTE E3 WATA.;0;0
38.456.598/0001-09;2021-06-30;1;Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-310;0;Matrícula 14.536. LOTE01 IGUAC;0;0
38.456.598/0001-09;2021-06-30;1;Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-310;0;Matrícula 14.537. LOTE02 IGUAC;0;0
38.456.598/0001-09;2021-06-30;1;Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-310;0;Matrícula 14.538. LOTE03 IGUAC;0;0
38.456.598/0001-09;2021-06-30;1;Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-310;0;Matrícula 14.556. LOTE21IGUAC;0;0
38.456.598/0001-09;2021-06-30;1;LOTE A-5, s/n, Presidente Prudente - SP;130;Matrícula 64.497. LOTEA5 WATAL;0;0
38.456.598/0001-09;2021-06-30;1;LOTE A-6, s/n, Presidente Prudente - SP;130;Matrícula 64.498. LOTEA6 WATAL;0;0
38.456.598/0001-09;2021-06-30;1;Rua Itaro Koyanagui, 11, Presidente Prudente - SP - 19024-270;376;Matrícula 22.502. TERR. PQ REG;0;0
38.456.598/0001-09;2021-12-31;1;Rua João Pedro Pereira, 600, Lote 8 Quadra P, Presidente Prudente - SP, 19062-339;1;Matrícula 56.340. CASA 600;0;0.000256610707075121
38.456.598/0001-09;2021-12-31;1;Av. Ibraim Nobre, 726, Lote B, Presidente Prudente - SP, 19030-260;1;Matrícula 66437. FURQIM LT2;0;0.000522648851336365
38.456.598/0001-09;2021-12-31;1;Av. Ibraim Nobre, 720, Lote C, Presidente Prudente - SP, 19030-260;1;Matrícula 66438. FURQIM LT3;0;0.000522648851336365
38.456.598/0001-09;2021-12-31;1;Av. Ibraim Nobre, 720, Lote D, Presidente Prudente - SP, 19030-260;1;Matrícula 66439. FURQIM LT3;0;0.000522648851336365
38.456.598/0001-09;2021-12-31;1;Av. Ibraim Nobre, 720, Lote E, Presidente Prudente - SP, 19030-260;1;Matrícula 66440. FURQIM LT4;0;0.000522648851336365
38.456.598/0001-09;2021-12-31;1;Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-280;1;Matrícula 14.556. LOTE04 IGUAC;0;0.00105541319405548
38.456.598/0001-09;2021-12-31;1;Rua Antonio Rodrigues de Oliveira, 59, Presidente Prudente - SP, 19042-545;1;Matrícula 48.038. LOTE14;0;0.00381273338292889
38.456.598/0001-09;2021-12-31;1;Rua Sebastian Pratt, 19B, Presidente Prudente - SP, 19030-440;1;Matrícula 66.442. TER PQ PRI 2;0;0.000607771862084158
38.456.598/0001-09;2021-12-31;1;Rua Antônio Corrêa de Almeida, 852, Presidente Prudente - SP, 19067-180;1;Matrícula 6.593. TR CEDRAL;0;0.00219279321389239
39.347.413/0001-82;2021-03-31;1;Rua Denise Alves de Medeiros Campina Grande - Paraíba;12000;Aquisição nos termos da Escritura Pública de Compra e Venda;1;0.808441
39.347.413/0001-82;2021-06-30;1;Rua Denise Alves de Medeiros Campina Grande - Paraíba;12000;Aquisição nos termos da Escritura Pública de Compra e Venda;1;0.808441
39.583.723/0001-04;2021-03-31;1;AV UM, S/N PARQUE INDUSTRIAL, CIDADE DE CONTAGEM  - MG;52242.2;FAZENDA DA TAPERA;1;0.985
39.583.723/0001-04;2021-06-30;1;AV UM, S/N PARQUE INDUSTRIAL, CIDADE DE CONTAGEM  - MG;52242.2;FAZENDA DA TAPERA;1;0.985
39.601.007/0001-02;2021-06-30;1;Rua Antonio Felamingo, 990 - Valinhos - SP;12375;No terreno será implementado um projeto de construção de galpões industriais;1;0.3457
40.067.483/0001-66;2021-06-30;1;Avenida Getúlio Vargas, nº 0, bairro do Ajudante, Salto, Estado de São Paulo;;Matrícula 47.336 e Matrícula 47.344;1;
40.346.049/0001-15;2021-06-30;1;Terreno em conjunto com o imóvel - Cabreuva - SP, localizado na Rodovia Don Gabriel Paulino Couto, Km 83 - Cidade de Cabreuva/SP.;64992.8;Terreno em conjunto com o imóvel - Cabreuva - SP, localizado na Rodovia Don Gabriel Paulino Couto, Km 83 - Cidade de Cabreuva/SP.;0.03;
40.886.241/0001-02;2021-09-30;1;Avenida Godofredo Maciel, nº 2.560;4558.2;Direito de propriedade;1;0.048615
40.886.241/0001-02;2021-12-31;1;Avenida Sargento Hermínio, Presidente Kennedy - Ceara - Fortaleza;7218.09;Matrícula nº 86.804, Livro 2 - 3º Ofício de Registro de Imóveis da Comarca de Fortaleza - CE.;0.579761;0.0606
41.081.356/0001-84;2021-12-31;2;Jamaris - Bairro Moema;1310;2% - BRIO MULTI;0.93;0.0673
41.081.356/0001-84;2021-12-31;2;Av. Indianópolis, 68;1453.38;14% - BRIO MULTI;0.068154;0.0049
41.114.606/0001-35;2021-06-30;1;Avenida Josepha Holanda de Mello, s/n Terreno 06 - Bairro Cruz das Almas;14202.2;Aquisição nos termos da Escritura Pública de Compra e Venda;1;0.820548
41.218.404/0001-33;2021-09-30;1;Passeio das Araucárias, Riviera de São Lourenço - Bertioga;911.6;Lotes n°s 45 e 46 da quadra "A", do módulo 19;;
41.251.337/0001-59;2021-12-31;1;Av. Francisco Loup,1815 - São Sebastião - SP;14083;Terreno e suas edificações localizado na Avenida Francisco Loup, 1815, Praia de Maresias, São Sebastião/SP, bem como o terreno de marinha, contíguo e alodial ao anterior, totalizando a área de 14.083,00m² e área construída de 1.924,34m², objeto da matrícula nº. 34.459;1;0.9863
41.978.140/0001-16;2021-12-31;1;Av. Comendador Agostinho Prada, 3080 - Limeira - São Paulo;6868.18;Direito de superfície Limeira - Mat. 103.167;0;0
41.978.140/0001-16;2021-12-31;1;Av. Portugal, 690 - Centro / Santo André - SP;1000;Direito de superfície Portugal - Mat. 63.015;0;0
41.978.140/0001-16;2021-12-31;1;Rua Bernardino de Campos, nº 1033 - São Paulo / SP;6117;Direito de superfície Roberto Marinho - Mat. 255.776;0;0
41.978.140/0001-16;2021-12-31;1;Rua Paes Leme, nº 215 - São Paulo / SP;660.53;Direito de superfície Thera Faria Lima - Mat 143.716;0;0
44.395.062/0001-15;2021-12-31;1;TERR JARDINS;762;lote_terreno;0.219602527917043;0.197884963260964
